,STATE/UT,DISTRICT,STATE/UT_enc,DISTRICT_enc
718,ANDHRA PRADESH,CHITTOOR,1,154
719,ANDHRA PRADESH,CUDDAPAH,1,172
720,ANDHRA PRADESH,EAST GODAVARI,1,219
721,ANDHRA PRADESH,GUNTAKAL RLY.,1,276
722,ANDHRA PRADESH,GUNTUR,1,277
723,ANDHRA PRADESH,HYDERABAD CITY,1,304
724,ANDHRA PRADESH,KARIMNAGAR,1,386
725,ANDHRA PRADESH,KHAMMAM,1,399
726,ANDHRA PRADESH,KRISHNA,1,438
727,ANDHRA PRADESH,KURNOOL,1,443
728,ANDHRA PRADESH,MAHABOOBNAGAR,1,469
729,ANDHRA PRADESH,MEDAK,1,489
730,ANDHRA PRADESH,NALGONDA,1,525
731,ANDHRA PRADESH,NELLORE,1,541
732,ANDHRA PRADESH,NIZAMABAD,1,545
733,ANDHRA PRADESH,PRAKASHAM,1,586
734,ANDHRA PRADESH,RANGA REDDY,1,624
735,ANDHRA PRADESH,SECUNDERABAD RLY.,1,661
736,ANDHRA PRADESH,SRIKAKULAM,1,711
737,ANDHRA PRADESH,VIJAYAWADA,1,782
738,ANDHRA PRADESH,VIJAYAWADA RLY.,1,784
739,ANDHRA PRADESH,VISAKHA RURAL,1,788
740,ANDHRA PRADESH,VISAKHAPATNAM,1,789
741,ANDHRA PRADESH,VIZIANAGARAM,1,790
742,ANDHRA PRADESH,WARANGAL,1,794
743,ANDHRA PRADESH,WEST GODAVARI,1,800
745,ARUNACHAL PRADESH,CHANGLANG,2,142
746,ARUNACHAL PRADESH,DIBANG VALLEY,2,208
747,ARUNACHAL PRADESH,KAMENG EAST,2,367
748,ARUNACHAL PRADESH,KAMENG WEST,2,368
749,ARUNACHAL PRADESH,LOHIT,2,459
750,ARUNACHAL PRADESH,PAPUM PARE,2,567
751,ARUNACHAL PRADESH,SIANG EAST,2,676
752,ARUNACHAL PRADESH,SIANG UPPER,2,677
753,ARUNACHAL PRADESH,SIANG WEST,2,678
754,ARUNACHAL PRADESH,SUBANSIRI LOWER,2,717
755,ARUNACHAL PRADESH,SUBANSIRI UPPER,2,718
756,ARUNACHAL PRADESH,TAWANG,2,730
757,ARUNACHAL PRADESH,TIRAP,2,748
759,ASSAM,BARPETA,3,73
760,ASSAM,BONGAIGAON,3,114
761,ASSAM,C.I.D.,3,125
762,ASSAM,CACHAR,3,126
763,ASSAM,DARRANG,3,184
764,ASSAM,DHEMAJI,3,203
765,ASSAM,DHUBRI,3,206
766,ASSAM,DIBRUGARH,3,209
767,ASSAM,G.R.P.,3,239
768,ASSAM,GOALPARA,3,262
769,ASSAM,GOLAGHAT,3,264
770,ASSAM,GUWAHATI CITY,3,281
771,ASSAM,HAILAKANDI,3,283
772,ASSAM,JORHAT,3,360
773,ASSAM,KAMRUP,3,369
774,ASSAM,KARBI ANGLONG,3,383
775,ASSAM,KARIMGANJ,3,385
776,ASSAM,KOKRAJHAR,3,418
777,ASSAM,LAKHIMPUR,3,450
778,ASSAM,MORIGAON,3,500
779,ASSAM,N.C.HILLS,3,514
780,ASSAM,NAGAON,3,516
781,ASSAM,NALBARI,3,524
782,ASSAM,R.P.O.,3,598
783,ASSAM,SIBSAGAR,3,679
784,ASSAM,SONITPUR,3,703
785,ASSAM,TINSUKIA,3,747
787,BIHAR,ARARIA,4,34
788,BIHAR,ARWAL,4,36
789,BIHAR,AURANGABAD,4,40
790,BIHAR,BAGAHA,4,47
791,BIHAR,BANKA,4,63
792,BIHAR,BEGUSARAI,4,80
793,BIHAR,BETTIAH,4,85
794,BIHAR,BHABHUA,4,87
795,BIHAR,BHAGALPUR,4,89
796,BIHAR,BHOJPUR,4,99
797,BIHAR,BUXAR,4,124
798,BIHAR,DARBHANGA,4,182
799,BIHAR,GAYA,4,258
800,BIHAR,GOPALGANJ,4,268
801,BIHAR,JAMALPUR RLY.,4,336
802,BIHAR,JAMUI,4,342
803,BIHAR,JEHANABAD,4,346
804,BIHAR,KATIHAR,4,391
805,BIHAR,KATIHAR RLY.,4,392
806,BIHAR,KHAGARIA,4,398
807,BIHAR,KISHANGANJ,4,413
808,BIHAR,LAKHISARAI,4,451
809,BIHAR,MADHEPURA,4,465
810,BIHAR,MADHUBANI,4,466
811,BIHAR,MOTIHARI,4,501
812,BIHAR,MUNGER,4,507
813,BIHAR,MUZAFFARPUR,4,510
814,BIHAR,MUZAFFARPUR RLY.,4,511
815,BIHAR,NALANDA,4,523
816,BIHAR,NAUGACHIA,4,534
817,BIHAR,NAWADAH,4,537
818,BIHAR,PATNA,4,574
819,BIHAR,PATNA RLY.,4,575
820,BIHAR,PURNEA,4,596
821,BIHAR,ROHTAS,4,633
822,BIHAR,SAHARSA,4,641
823,BIHAR,SAMASTIPUR,4,646
824,BIHAR,SARAN,4,653
825,BIHAR,SHEIKHPURA,4,668
826,BIHAR,SHEOHAR,4,669
827,BIHAR,SITAMARHI,4,693
828,BIHAR,SIWAN,4,696
829,BIHAR,SUPAUL,4,722
830,BIHAR,VAISHALI,4,777
832,CHHATTISGARH,BALRAMPUR,6,58
833,CHHATTISGARH,BILASPUR,6,107
834,CHHATTISGARH,BIZAPUR,6,110
835,CHHATTISGARH,DANTEWARA,6,181
836,CHHATTISGARH,DHAMTARI,6,196
837,CHHATTISGARH,DURG,6,217
838,CHHATTISGARH,GRP RAIPUR,6,271
839,CHHATTISGARH,JAGDALPUR,6,318
840,CHHATTISGARH,JANJGIR,6,343
841,CHHATTISGARH,JASHPUR,6,344
842,CHHATTISGARH,KABIRDHAM,6,364
843,CHHATTISGARH,KANKER,6,373
844,CHHATTISGARH,KORBA,6,429
845,CHHATTISGARH,KORIYA,6,430
846,CHHATTISGARH,MAHASAMUND,6,471
847,CHHATTISGARH,RAIGARH,6,602
848,CHHATTISGARH,RAIPUR,6,608
849,CHHATTISGARH,RAJNANDGAON,6,614
850,CHHATTISGARH,SARGUJA,6,654
852,GOA,NORTH GOA,10,548
853,GOA,SOUTH GOA,10,706
855,GUJARAT,AHMEDABAD COMMR.,11,5
856,GUJARAT,AHMEDABAD RURAL,11,6
857,GUJARAT,AHWA-DANG,11,8
858,GUJARAT,AMRELI,11,24
859,GUJARAT,ANAND,11,27
860,GUJARAT,BHARUCH,11,92
861,GUJARAT,BHAVNAGAR,11,94
862,GUJARAT,DAHOD,11,176
863,GUJARAT,GANDHINAGAR,11,249
864,GUJARAT,HIMATNAGAR,11,295
865,GUJARAT,JAMNAGAR,11,338
866,GUJARAT,JUNAGADH,11,361
867,GUJARAT,KHEDA NORTH,11,406
868,GUJARAT,KUTCH,11,446
869,GUJARAT,MEHSANA,11,491
870,GUJARAT,NARMADA,11,530
871,GUJARAT,NAVSARI,11,536
872,GUJARAT,PALANPUR,11,559
873,GUJARAT,PANCHMAHAL,11,563
874,GUJARAT,PATAN,11,570
875,GUJARAT,PORBANDAR,11,584
876,GUJARAT,RAJKOT COMMR.,11,612
877,GUJARAT,RAJKOT RURAL,11,613
878,GUJARAT,SURAT COMMR.,11,724
879,GUJARAT,SURAT RURAL,11,725
880,GUJARAT,SURENDRANAGAR,11,726
881,GUJARAT,VADODARA COMMR.,11,775
882,GUJARAT,VADODARA RURAL,11,776
883,GUJARAT,VALSAD,11,778
884,GUJARAT,W.RLY,11,791
886,HARYANA,AMBALA,12,18
887,HARYANA,BHIWANI,12,98
888,HARYANA,FARIDABAD,12,228
889,HARYANA,FATEHABAD,12,230
890,HARYANA,GRP,12,270
891,HARYANA,GURGAON,12,280
892,HARYANA,HISSAR,12,297
893,HARYANA,JHAJJAR,12,348
894,HARYANA,JIND,12,354
895,HARYANA,KAITHAL,12,365
896,HARYANA,KARNAL,12,387
897,HARYANA,KURUKSHETRA,12,444
898,HARYANA,MAHENDRAGARH,12,472
899,HARYANA,PANCHKULA,12,562
900,HARYANA,PANIPAT,12,565
901,HARYANA,REWARI,12,630
902,HARYANA,ROHTAK,12,632
903,HARYANA,SIRSA,12,692
904,HARYANA,SONIPAT,12,702
905,HARYANA,YAMUNANAGAR,12,803
907,HIMACHAL PRADESH,BILASPUR,13,107
908,HIMACHAL PRADESH,CHAMBA,13,134
909,HIMACHAL PRADESH,G.R.P.,13,239
910,HIMACHAL PRADESH,HAMIRPUR,13,284
911,HIMACHAL PRADESH,KANGRA,13,372
912,HIMACHAL PRADESH,KINNAUR,13,411
913,HIMACHAL PRADESH,KULLU,13,441
914,HIMACHAL PRADESH,LAHAUL-SPITI,13,449
915,HIMACHAL PRADESH,MANDI,13,480
916,HIMACHAL PRADESH,SHIMLA,13,671
917,HIMACHAL PRADESH,SIRMAUR,13,690
918,HIMACHAL PRADESH,SOLAN,13,697
919,HIMACHAL PRADESH,UNA,13,768
921,JAMMU & KASHMIR,ANANTNAG,14,29
922,JAMMU & KASHMIR,AWANTIPORA,14,43
923,JAMMU & KASHMIR,BARAMULLA,14,68
924,JAMMU & KASHMIR,BORDER,14,115
925,JAMMU & KASHMIR,BUDGAM,14,118
926,JAMMU & KASHMIR,CRIME JAMMU,14,167
927,JAMMU & KASHMIR,CRIME SRINAGAR,14,169
928,JAMMU & KASHMIR,DODA,14,214
929,JAMMU & KASHMIR,GANDERBAL,14,248
930,JAMMU & KASHMIR,HANDWARA,14,286
931,JAMMU & KASHMIR,JAMMU,14,337
932,JAMMU & KASHMIR,KARGIL,14,384
933,JAMMU & KASHMIR,KATHUA,14,390
934,JAMMU & KASHMIR,KULGAM,14,440
935,JAMMU & KASHMIR,KUPWARA,14,442
936,JAMMU & KASHMIR,LEH,14,457
937,JAMMU & KASHMIR,POONCH,14,583
938,JAMMU & KASHMIR,PULWAMA,14,590
939,JAMMU & KASHMIR,RAILWAYS,14,603
940,JAMMU & KASHMIR,RAJOURI,14,615
941,JAMMU & KASHMIR,RAMBAN,14,619
942,JAMMU & KASHMIR,REASI,14,628
943,JAMMU & KASHMIR,SRINAGAR,14,712
944,JAMMU & KASHMIR,UDHAMPUR,14,762
946,JHARKHAND,BOKARO,15,112
947,JHARKHAND,CHAIBASA,15,132
948,JHARKHAND,CHATRA,15,143
949,JHARKHAND,DEOGHAR,15,192
950,JHARKHAND,DHANBAD,15,197
951,JHARKHAND,DHANBAD RLY.,15,198
952,JHARKHAND,DUMKA,15,215
953,JHARKHAND,GARHWA,15,252
954,JHARKHAND,GIRIDIH,15,261
955,JHARKHAND,GODDA,15,263
956,JHARKHAND,GUMLA,15,274
957,JHARKHAND,HAZARIBAGH,15,294
958,JHARKHAND,JAMSHEDPUR,15,339
959,JHARKHAND,JAMSHEDPUR RLY.,15,340
960,JHARKHAND,JAMTARA,15,341
961,JHARKHAND,KODERMA,15,416
962,JHARKHAND,LATEHAR,15,454
963,JHARKHAND,LOHARDAGGA,15,458
964,JHARKHAND,PAKUR,15,556
965,JHARKHAND,PALAMU,15,558
966,JHARKHAND,RANCHI,15,623
967,JHARKHAND,SAHEBGANJ,15,642
968,JHARKHAND,SARAIKELA,15,652
969,JHARKHAND,SIMDEGA,15,686
971,KARNATAKA,BAGALKOT,16,48
972,KARNATAKA,BANGALORE COMMR.,16,61
973,KARNATAKA,BANGALORE RURAL,16,62
974,KARNATAKA,BELGAUM,16,81
975,KARNATAKA,BELLARY,16,82
976,KARNATAKA,BIDAR,16,102
977,KARNATAKA,BIJAPUR,16,104
978,KARNATAKA,CHAMARAJNAGAR,16,133
979,KARNATAKA,CHICKMAGALUR,16,150
980,KARNATAKA,CHITRADURGA,16,152
981,KARNATAKA,DAKSHIN KANNADA,16,178
982,KARNATAKA,DAVANAGERE,16,187
983,KARNATAKA,DHARWAD COMMR.,16,201
984,KARNATAKA,DHARWAD RURAL,16,202
985,KARNATAKA,GADAG,16,245
986,KARNATAKA,GULBARGA,16,273
987,KARNATAKA,HASSAN,16,291
988,KARNATAKA,HAVERI,16,293
989,KARNATAKA,K.G.F.,16,362
990,KARNATAKA,KODAGU,16,415
991,KARNATAKA,KOLAR,16,419
992,KARNATAKA,KOPPAL,16,427
993,KARNATAKA,MANDYA,16,483
994,KARNATAKA,MYSORE COMMR.,16,512
995,KARNATAKA,MYSORE RURAL,16,513
996,KARNATAKA,RAICHUR,16,600
997,KARNATAKA,RAILWAYS,16,603
998,KARNATAKA,SHIMOGA,16,672
999,KARNATAKA,TUMKUR,16,759
1000,KARNATAKA,UDUPI,16,764
1001,KARNATAKA,UTTAR KANNADA,16,773
1003,KERALA,ALAPUZHA,17,12
1004,KERALA,CBCID,17,129
1005,KERALA,ERNAKULAM,17,221
1006,KERALA,IDUKKI,17,306
1007,KERALA,KANNUR,17,375
1008,KERALA,KASARGOD,17,389
1009,KERALA,KOLLAM,17,423
1010,KERALA,KOTTAYAM,17,434
1011,KERALA,KOZHIKODE,17,435
1012,KERALA,MALAPPURAM,17,476
1013,KERALA,PALAKKAD,17,557
1014,KERALA,PATHANAMTHITTA,17,571
1015,KERALA,RAILWAYS,17,603
1016,KERALA,THRISSUR,17,743
1017,KERALA,TRIVANDRUM,17,755
1018,KERALA,WAYANADU,17,798
1020,MADHYA PRADESH,BALAGHAT,19,53
1021,MADHYA PRADESH,BARWANI,19,74
1022,MADHYA PRADESH,BETUL,19,86
1023,MADHYA PRADESH,BHIND,19,97
1024,MADHYA PRADESH,BHOPAL,19,100
1025,MADHYA PRADESH,BHOPAL RLY.,19,101
1026,MADHYA PRADESH,CHHATARPUR,19,148
1027,MADHYA PRADESH,CHHINDWARA,19,149
1028,MADHYA PRADESH,DAMOH,19,180
1029,MADHYA PRADESH,DATIYA,19,185
1030,MADHYA PRADESH,DEWAS,19,194
1031,MADHYA PRADESH,DHAR,19,199
1032,MADHYA PRADESH,DINDORI,19,212
1033,MADHYA PRADESH,GUNA,19,275
1034,MADHYA PRADESH,GWALIOR,19,282
1035,MADHYA PRADESH,HARDA,19,288
1036,MADHYA PRADESH,HOSHANGABAD,19,299
1037,MADHYA PRADESH,INDORE,19,312
1038,MADHYA PRADESH,INDORE RLY.,19,313
1039,MADHYA PRADESH,JABALPUR,19,315
1040,MADHYA PRADESH,JABALPUR RLY.,19,316
1041,MADHYA PRADESH,JHABUA,19,347
1042,MADHYA PRADESH,KATNI,19,393
1043,MADHYA PRADESH,KHANDWA,19,400
1044,MADHYA PRADESH,KHARGON,19,403
1045,MADHYA PRADESH,MANDLA,19,481
1046,MADHYA PRADESH,MANDSAUR,19,482
1047,MADHYA PRADESH,MORENA,19,499
1048,MADHYA PRADESH,NARSINGHPUR,19,531
1049,MADHYA PRADESH,NEEMUCH,19,540
1050,MADHYA PRADESH,PANNA,19,566
1051,MADHYA PRADESH,RAISEN,19,609
1052,MADHYA PRADESH,RAJGARH,19,611
1053,MADHYA PRADESH,RATLAM,19,625
1054,MADHYA PRADESH,REWA,19,629
1055,MADHYA PRADESH,SAGAR,19,639
1056,MADHYA PRADESH,SATNA,19,657
1057,MADHYA PRADESH,SEONI,19,663
1058,MADHYA PRADESH,SHAHDOL,19,665
1059,MADHYA PRADESH,SHAJAPUR,19,667
1060,MADHYA PRADESH,SHEOPUR,19,670
1061,MADHYA PRADESH,SHIVPURI,19,673
1062,MADHYA PRADESH,SIDHI,19,681
1063,MADHYA PRADESH,SIHORE,19,682
1064,MADHYA PRADESH,TIKAMGARH,19,746
1065,MADHYA PRADESH,UJJAIN,19,765
1066,MADHYA PRADESH,UMARIYA,19,767
1067,MADHYA PRADESH,VIDISHA,19,781
1069,MAHARASHTRA,AHMEDNAGAR,20,7
1070,MAHARASHTRA,AKOLA,20,11
1071,MAHARASHTRA,AMRAVATI COMMR.,20,22
1072,MAHARASHTRA,AMRAVATI RURAL,20,23
1073,MAHARASHTRA,AURANGABAD COMMR.,20,41
1074,MAHARASHTRA,AURANGABAD RURAL,20,42
1075,MAHARASHTRA,BEED,20,79
1076,MAHARASHTRA,BHANDARA,20,90
1077,MAHARASHTRA,BULDHANA,20,120
1078,MAHARASHTRA,CHANDRAPUR,20,141
1079,MAHARASHTRA,DHULE,20,207
1080,MAHARASHTRA,GADCHIROLI,20,246
1081,MAHARASHTRA,GONDIA,20,267
1082,MAHARASHTRA,HINGOLI,20,296
1083,MAHARASHTRA,JALGAON,20,332
1084,MAHARASHTRA,JALNA,20,333
1085,MAHARASHTRA,KOLHAPUR,20,421
1086,MAHARASHTRA,LATUR,20,455
1087,MAHARASHTRA,MUMBAI,20,503
1088,MAHARASHTRA,MUMBAI RLY.,20,505
1089,MAHARASHTRA,NAGPUR COMMR.,20,519
1090,MAHARASHTRA,NAGPUR RLY.,20,520
1091,MAHARASHTRA,NAGPUR RURAL,20,521
1092,MAHARASHTRA,NANDED,20,527
1093,MAHARASHTRA,NANDURBAR,20,528
1094,MAHARASHTRA,NASIK COMMR.,20,532
1095,MAHARASHTRA,NASIK RURAL,20,533
1096,MAHARASHTRA,NAVI MUMBAI,20,535
1097,MAHARASHTRA,OSMANABAD,20,554
1098,MAHARASHTRA,PARBHANI,20,568
1099,MAHARASHTRA,PUNE COMMR.,20,591
1100,MAHARASHTRA,PUNE RLY.,20,592
1101,MAHARASHTRA,PUNE RURAL,20,593
1102,MAHARASHTRA,RAIGAD,20,601
1103,MAHARASHTRA,RATNAGIRI,20,626
1104,MAHARASHTRA,SANGLI,20,649
1105,MAHARASHTRA,SATARA,20,656
1106,MAHARASHTRA,SINDHUDURG,20,687
1107,MAHARASHTRA,SOLAPUR COMMR.,20,698
1108,MAHARASHTRA,SOLAPUR RURAL,20,699
1109,MAHARASHTRA,THANE COMMR.,20,732
1110,MAHARASHTRA,THANE RURAL,20,733
1111,MAHARASHTRA,WARDHA,20,796
1112,MAHARASHTRA,WASHIM,20,797
1113,MAHARASHTRA,YAVATMAL,20,804
1115,MANIPUR,BISHNUPUR,21,109
1116,MANIPUR,CHANDEL,21,138
1117,MANIPUR,CHURACHANDPUR,21,156
1118,MANIPUR,IMPHAL(EAST),21,310
1119,MANIPUR,IMPHAL(WEST),21,311
1120,MANIPUR,SENAPATI,21,662
1121,MANIPUR,TAMENGLONG,21,727
1122,MANIPUR,THOUBAL,21,742
1123,MANIPUR,UKHRUL,21,766
1125,MEGHALAYA,GARO HILLS EAST,22,254
1126,MEGHALAYA,GARO HILLS SOUTH,22,255
1127,MEGHALAYA,GARO HILLS WEST,22,256
1128,MEGHALAYA,JAINTIA HILLS,22,320
1129,MEGHALAYA,KHASI HILLS EAST,22,404
1130,MEGHALAYA,KHASI HILLS WEST,22,405
1131,MEGHALAYA,RI-BHOI,22,631
1133,MIZORAM,AIZAWL,23,9
1134,MIZORAM,CHAMPHAI,23,137
1135,MIZORAM,KOLASIB,23,420
1136,MIZORAM,LAWNGTLAI,23,456
1137,MIZORAM,LUNGLEI,23,464
1138,MIZORAM,MAMIT,23,479
1139,MIZORAM,SAIHA,23,643
1140,MIZORAM,SERCHHIP,23,664
1142,NAGALAND,DIMAPUR,24,210
1143,NAGALAND,KIPHIRE,24,412
1144,NAGALAND,KOHIMA,24,417
1145,NAGALAND,MOKOKCHUNG,24,496
1146,NAGALAND,MON,24,497
1147,NAGALAND,PEREN,24,578
1148,NAGALAND,PHEK,24,579
1149,NAGALAND,TUENSANG,24,758
1150,NAGALAND,WOKHA,24,801
1151,NAGALAND,ZUNHEBOTO,24,805
1153,ODISHA,ANGUL,25,31
1154,ODISHA,BALASORE,25,54
1155,ODISHA,BARAGARH,25,67
1156,ODISHA,BERHAMPUR,25,84
1157,ODISHA,BHADRAK,25,88
1158,ODISHA,BOLANGIR,25,113
1159,ODISHA,BOUDH,25,117
1160,ODISHA,CUTTACK,25,173
1161,ODISHA,DEOGARH,25,191
1162,ODISHA,DHENKANAL,25,204
1163,ODISHA,GAJAPATI,25,247
1164,ODISHA,GANJAM,25,251
1165,ODISHA,JAGATSINGHPUR,25,317
1166,ODISHA,JAJPUR,25,328
1167,ODISHA,JHARSUGUDA,25,352
1168,ODISHA,KALAHANDI,25,366
1169,ODISHA,KANDHAMAL,25,371
1170,ODISHA,KENDRAPARA,25,396
1171,ODISHA,KEONJHAR,25,397
1172,ODISHA,KHURDA,25,410
1173,ODISHA,KORAPUT,25,428
1174,ODISHA,MALKANGIR,25,478
1175,ODISHA,MAYURBHANJ,25,488
1176,ODISHA,NAYAGARH,25,539
1177,ODISHA,NOWRANGPUR,25,552
1178,ODISHA,NUAPADA,25,553
1179,ODISHA,PURI,25,595
1180,ODISHA,RAYAGADA,25,627
1181,ODISHA,ROURKELA,25,635
1182,ODISHA,SAMBALPUR,25,648
1183,ODISHA,SONEPUR,25,701
1184,ODISHA,SRP(CUTTACK),25,713
1185,ODISHA,SRP(ROURKELA),25,714
1186,ODISHA,SUNDARGARH,25,721
1188,PUNJAB,AMRITSAR,27,25
1189,PUNJAB,BARNALA,27,72
1190,PUNJAB,BATALA,27,77
1191,PUNJAB,BHATINDA,27,93
1192,PUNJAB,FARIDKOT,27,229
1193,PUNJAB,FATEHGARH SAHIB,27,232
1194,PUNJAB,FEROZEPUR,27,235
1195,PUNJAB,G.R.P,27,238
1196,PUNJAB,GURDASPUR,27,279
1197,PUNJAB,HOSHIARPUR,27,300
1198,PUNJAB,JAGRAON,27,319
1199,PUNJAB,JALANDHAR,27,329
1200,PUNJAB,KAPURTHALA,27,380
1201,PUNJAB,KHANNA,27,401
1202,PUNJAB,LUDHIANA,27,462
1203,PUNJAB,MAJITHA,27,475
1204,PUNJAB,MANSA,27,485
1205,PUNJAB,MOGA,27,495
1206,PUNJAB,MUKTSAR,27,502
1207,PUNJAB,NAWAN SHAHR,27,538
1208,PUNJAB,PATIALA,27,573
1209,PUNJAB,ROPAR,27,634
1210,PUNJAB,SANGRUR,27,650
1211,PUNJAB,TARN TARAN,27,729
1213,RAJASTHAN,AJMER,28,10
1214,RAJASTHAN,ALWAR,28,17
1215,RAJASTHAN,BANSWARA,28,65
1216,RAJASTHAN,BARAN,28,69
1217,RAJASTHAN,BARMER,28,71
1218,RAJASTHAN,BHARATPUR,28,91
1219,RAJASTHAN,BHILWARA,28,95
1220,RAJASTHAN,BIKANER,28,106
1221,RAJASTHAN,BUNDI,28,121
1222,RAJASTHAN,CHITTORGARH,28,155
1223,RAJASTHAN,CHURU,28,157
1224,RAJASTHAN,DAUSA,28,186
1225,RAJASTHAN,DHOLPUR,28,205
1226,RAJASTHAN,DUNGARPUR,28,216
1227,RAJASTHAN,G.R.P.,28,239
1228,RAJASTHAN,GANGANAGAR,28,250
1229,RAJASTHAN,HANUMANGARH,28,287
1230,RAJASTHAN,JAIPUR,28,321
1231,RAJASTHAN,JAISALMER,28,327
1232,RAJASTHAN,JALORE,28,334
1233,RAJASTHAN,JHALAWAR,28,349
1234,RAJASTHAN,JHUNJHUNU,28,353
1235,RAJASTHAN,JODHPUR,28,355
1236,RAJASTHAN,KARAULI,28,382
1237,RAJASTHAN,KOTA,28,431
1238,RAJASTHAN,NAGAUR,28,518
1239,RAJASTHAN,PALI,28,560
1240,RAJASTHAN,RAJSAMAND,28,616
1241,RAJASTHAN,SAWAI MADHOPUR,28,658
1242,RAJASTHAN,SIKAR,28,683
1243,RAJASTHAN,SIROHI,28,691
1244,RAJASTHAN,TONK,28,751
1245,RAJASTHAN,UDAIPUR,28,760
1247,SIKKIM,EAST,29,218
1248,SIKKIM,NORTH,29,546
1249,SIKKIM,SOUTH,29,705
1250,SIKKIM,WEST,29,799
1252,TAMIL NADU,CHENGAI,30,144
1253,TAMIL NADU,CHENNAI,30,145
1254,TAMIL NADU,CHENNAI RLY.,30,146
1255,TAMIL NADU,COIMBATORE RURAL,30,160
1256,TAMIL NADU,COIMBATORE URBAN,30,161
1257,TAMIL NADU,CUDDALORE,30,171
1258,TAMIL NADU,DHARMAPURI,30,200
1259,TAMIL NADU,DINDIGUL,30,211
1260,TAMIL NADU,ERODE,30,224
1261,TAMIL NADU,KANCHIPURAM,30,370
1262,TAMIL NADU,KANYAKUMARI,30,379
1263,TAMIL NADU,KARUR,30,388
1264,TAMIL NADU,MADURAI RURAL,30,467
1265,TAMIL NADU,MADURAI URBAN,30,468
1266,TAMIL NADU,NAGAPATTINAM,30,517
1267,TAMIL NADU,NAMAKKAL,30,526
1268,TAMIL NADU,NILGIRIS,30,544
1269,TAMIL NADU,PERAMBALUR,30,577
1270,TAMIL NADU,PUDUKOTTAI,30,589
1271,TAMIL NADU,RAMNATHAPURAM,30,621
1272,TAMIL NADU,SALEM RURAL,30,644
1273,TAMIL NADU,SALEM URBAN,30,645
1274,TAMIL NADU,SIVAGANGAI,30,695
1275,TAMIL NADU,THANJAVUR,30,734
1276,TAMIL NADU,THENI,30,735
1277,TAMIL NADU,THIRUNELVELI RURAL,30,736
1278,TAMIL NADU,THIRUNELVELI URBAN,30,737
1279,TAMIL NADU,THIRUVALLUR,30,738
1280,TAMIL NADU,THIRUVANNAMALAI,30,739
1281,TAMIL NADU,THIRUVARUR,30,740
1282,TAMIL NADU,THOOTHUGUDI,30,741
1283,TAMIL NADU,TRICHY RLY.,30,752
1284,TAMIL NADU,TRICHY RURAL,30,753
1285,TAMIL NADU,TRICHY URBAN,30,754
1286,TAMIL NADU,VELLORE,30,780
1287,TAMIL NADU,VILLUPURAM,30,785
1288,TAMIL NADU,VIRUDHUNAGAR,30,787
1290,TRIPURA,DHALAI,31,195
1291,TRIPURA,NORTH,31,546
1292,TRIPURA,SOUTH,31,705
1293,TRIPURA,WEST,31,799
1295,UTTAR PRADESH,AGRA,32,4
1296,UTTAR PRADESH,ALIGARH,32,13
1297,UTTAR PRADESH,ALLAHABAD,32,15
1298,UTTAR PRADESH,AMBEDKAR NAGAR,32,21
1299,UTTAR PRADESH,AURAIYA,32,39
1300,UTTAR PRADESH,AZAMGARH,32,44
1301,UTTAR PRADESH,BADAUN,32,45
1302,UTTAR PRADESH,BAGHPAT,32,50
1303,UTTAR PRADESH,BAHRAICH,32,51
1304,UTTAR PRADESH,BALLIA,32,55
1305,UTTAR PRADESH,BALRAMPUR,32,58
1306,UTTAR PRADESH,BANDA,32,59
1307,UTTAR PRADESH,BARABANKI,32,66
1308,UTTAR PRADESH,BAREILLY,32,70
1309,UTTAR PRADESH,BASTI,32,76
1310,UTTAR PRADESH,BIJNOR,32,105
1311,UTTAR PRADESH,BULANDSHAHAR,32,119
1312,UTTAR PRADESH,CHANDOLI,32,140
1313,UTTAR PRADESH,CHITRAKOOT DHAM,32,153
1314,UTTAR PRADESH,DEORIA,32,193
1315,UTTAR PRADESH,ETAH,32,225
1316,UTTAR PRADESH,ETAWAH,32,226
1317,UTTAR PRADESH,FAIZABAD,32,227
1318,UTTAR PRADESH,FATEHGARH,32,231
1319,UTTAR PRADESH,FATEHPUR,32,233
1320,UTTAR PRADESH,FIROZABAD,32,237
1321,UTTAR PRADESH,G.R.P.,32,239
1322,UTTAR PRADESH,GAUTAMBUDH NAGAR,32,257
1323,UTTAR PRADESH,GHAZIABAD,32,259
1324,UTTAR PRADESH,GHAZIPUR,32,260
1325,UTTAR PRADESH,GONDA,32,266
1326,UTTAR PRADESH,GORAKHPUR,32,269
1327,UTTAR PRADESH,HAMIRPUR,32,284
1328,UTTAR PRADESH,HARDOI,32,289
1329,UTTAR PRADESH,HATHRAS,32,292
1330,UTTAR PRADESH,J.P.NAGAR,32,314
1331,UTTAR PRADESH,JALAUN,32,331
1332,UTTAR PRADESH,JAUNPUR,32,345
1333,UTTAR PRADESH,JHANSI,32,350
1334,UTTAR PRADESH,KANNAUJ,32,374
1335,UTTAR PRADESH,KANPUR DEHAT,32,376
1336,UTTAR PRADESH,KANPUR NAGAR,32,377
1337,UTTAR PRADESH,KAUSHAMBI,32,394
1338,UTTAR PRADESH,KHIRI,32,407
1339,UTTAR PRADESH,KUSHI NAGAR,32,445
1340,UTTAR PRADESH,LALITPUR,32,453
1341,UTTAR PRADESH,LUCKNOW,32,461
